111	眼睁睁 冷冰冰
11932	德累斯顿
1194	赛季 微察秋毫 安室利处 象征意义
11942	赛季 微察秋毫 安室利处 象征意义
1196	实质
11962	实质
1197	寥寥可数 鲇鱼上竹 鲇鱼上竿
11972	寥寥可数 鲇鱼上竹 鲇鱼上竿
1198	安徽省 微微颤抖
11982	安徽省 微微颤抖
1199	实习 耶稣基督 密密麻麻 安安稳稳
11991	耶稣基督
11992	实习 密密麻麻 安安稳稳
1211	耳闻目睹 安不安逸 头昏目眩 冷眉冷眼
12111	耳闻目睹
12112	安不安逸 头昏目眩 冷眉冷眼
1212	彳亍 安宁 宜居宜业 宜业宜居 安装目录
12122	彳亍 安宁 宜居宜业 宜业宜居 安装目录
1213	教育资助 职业资格 耳闻目见
12131	教育资助 职业资格 耳闻目见
1214	制浆造纸 老来得子 聊来聊去 男女老幼 头版头条
12141	制浆造纸 老来得子 聊来聊去 男女老幼
12142	头版头条
1215	宜居宜游 头昏眼花 安不安全
12152	宜居宜游 头昏眼花 安不安全
1216	头昏目晕 头昏眼晕 容不容易 头昏眼暗 眠云卧石
12161	眠云卧石
12162	头昏目晕 头昏眼晕 容不容易 头昏眼暗
1217	教育资讯 寒蝉凄切 安邦定国
12171	教育资讯
12172	寒蝉凄切 安邦定国
1218	安逸 安定 很不客气 冲昏头脑 食不果腹
12181	食不果腹 耳闻目击
12182	安逸 安定 很不客气 冲昏头脑 安魂定魄
1219	男女老小 富贵安康 考不考虑 男女老少 寝不安席
12191	男女老小 考不考虑 男女老少 卧不安席
12192	富贵安康 寝不安席 冷面寒铁
122	老奶奶
1221	家居装饰 男婚女聘 目不交睫
12211	男婚女聘 目不交睫
12212	家居装饰
1222	安妮 安居乐业 男婚女嫁
12221	男婚女嫁
12222	安妮 安居乐业
1223	安慰 牛鬼蛇神 饭来张口
12231	牛鬼蛇神 饭来张口
12232	安慰
1224	安装 职业素养 老弱病残 男耕女织 五鬼闹判
12241	职业素养 老弱病残 男耕女织
12242	安装 五鬼闹判
1225	家居装修 宁缺不滥 睡不好觉 寡不敌众 食古不化
12251	睡不好觉 食古不化
12252	家居装修 宁缺不滥 寡不敌众
1226	职业背景 得来不易 鲁殿灵光
12261	职业背景
12262	得来不易 鲁殿灵光
1227	安适如常 寅支卯粮
12272	安适如常 寅支卯粮
1228	安静 宁静 老奶奶 得婿如龙 男女不限
12281	老奶奶 男女不限
12282	安静 宁静 得婿如龙 密云不雨 安如泰山
1229	畏敌如虎 臣门如市
12291	畏敌如虎 臣门如市
123	容不下
1231	睁不开眼 实不相瞒 目不见睫
12311	睁不开眼 目不见睫
12312	实不相瞒
1232	完好无缺 累及无辜
12321	累及无辜
12322	完好无缺
1233	寄希望于 煮粥焚须 饭来开口 目不别视 食不下咽
12331	煮粥焚须 饭来开口 目不别视 食不下咽 都不一样
12332	寄希望于
1234	富面百城 思来想去 室如悬磬
12341	思来想去
12342	富面百城 室如悬磬
1235	富贵逼人
12352	富贵逼人
1236	聊天 实属无奈
12361	聊天
12362	实属无奈
1237	目不窥园 男女平等
12371	目不窥园 男女平等
1239	容不下 安不忘危
12392	容不下 安不忘危
124	睡不着 教育部
1241	盯着 睡不着 职业道德 田间地头 徐娘半老
12411	盯着 睡不着 职业道德 田间地头
12412	徐娘半老 鲜眉亮眼
1242	实业公司 守如处女
12422	实业公司 守如处女
1243	教育部 赞不绝口
12431	教育部 赞不绝口
1244	案子 凌迟处死
12442	案子 凌迟处死
1245	官运亨通
12452	官运亨通
1246	免责声明 安如盘石 得未曾有 瞻云就日 安如磐石
12461	瞻云就日
12462	免责声明 安如盘石 得未曾有 安如磐石
1247	目不给赏 头疼死了 都不喜欢
12471	目不给赏 都不喜欢
12472	头疼死了
1248	害怕 瞬间即逝 老弱残兵 老不死的
12481	瞬间即逝 老弱残兵 老不死的
12482	害怕
1249	安心 聊表心意
12491	聊表心意
12492	安心
125	都不会 都不能
1251	案件 教育学 头面人物 安眉带眼 脊背生寒
12511	教育学 齐眉举案
12512	案件 头面人物 安眉带眼 脊背生寒 富贵人家
1252	都不会 决不会 家居企业 富贵浮云
12521	都不会
12522	决不会 家居企业 富贵浮云
1253	目不苟视 案牍劳形 目不斜视 富贵花开 目不邪视
12531	目不苟视 目不斜视 目不邪视 鹄面鸠形 食不重味
12532	案牍劳形 富贵花开 罕譬而喻
1254	案例 聊表寸心
12541	聊表寸心
12542	案例
1255	安故重迁 五毒俱全 富贵荣华 宁缺毋滥 五六个人
12551	聪慧过人
12552	安故重迁 五毒俱全 富贵荣华 宁缺毋滥 五六个人
1256	安全 冠履倒易 密不通风 老蚌生珠 寒蝉仗马
12561	老蚌生珠
12562	安全 冠履倒易 密不通风 寒蝉仗马
1257	害人 累屋重架 安邦治国
12571	累屋重架
12572	害人 安邦治国
1258	都不能 决不能 瞬间消失 职业方向 得不偿失
12581	都不能 瞬间消失 职业方向 思如涌泉
12582	决不能 得不偿失 五六个月
1259	寒蝉僵鸟 得克萨斯 略表敬意 齐烟九点 老妪能解
12591	略表敬意 齐烟九点 老妪能解
12592	寒蝉僵鸟 得克萨斯 冠履倒置 徒乱人意
126	都不是
1261	寒来暑往 头痛医头 鲜艳夺目 凌弱暴寡 安闲自得
12612	寒来暑往 头痛医头 鲜艳夺目 凌弱暴寡 安闲自得
1262	寒耕暑耘 睟面盎背
12621	睟面盎背
12622	寒耕暑耘
1263	富贵在天 食不知味 男女有别
12631	食不知味 男女有别
12632	富贵在天
1264	教育硕士 客运专线 割臂盟公 鲜克有终 都不知道
12641	教育硕士 都不知道
12642	客运专线 割臂盟公 鲜克有终
1265	家居风水 老奸巨滑 宁缺勿滥 农业大学 富贵骄人
12651	老奸巨滑
12652	家居风水 宁缺勿滥 农业大学 富贵骄人
1266	免责申明 职责所在 老奸巨猾 安闲自在
12661	职责所在 老奸巨猾
12662	免责申明 安闲自在
1267	聊骚 家居知识 耳闻则诵 家弦户诵
12671	聊骚 耳闻则诵
12672	家居知识 家弦户诵
1268	都不是 五六十岁 安如太山 目不暇接 老蚌珠胎
12681	都不是 目不暇接 老蚌珠胎 聚蚊成雷
12682	五六十岁 安如太山
1269	卧病在床 耳闻是虚
12691	卧病在床 耳闻是虚
127	瞧不起 免不了
1271	睡不踏实 目不忍睹
12711	睡不踏实 目不忍睹
1272	职业发展 目不识丁
12721	职业发展 目不识丁
1273	律师 饶舌调唇 头痛之极 井蛙之见
12731	饶舌调唇 井蛙之见
12732	律师 头痛之极
1274	寂静之声 职业等级 微不足道 凌云之志
12741	职业等级
12742	寂静之声 微不足道 凌云之志
1275	害了 免不了 免疫力 思不出位 案牍之劳
12751	思不出位
12752	害了 免不了 免疫力 案牍之劳
1276	老将出马 害群之马 富强发达 割臂之盟
12761	老将出马
12762	害群之马 富强发达 割臂之盟
1277	家居设计 家装设计 完璧归赵
12772	家居设计 家装设计 完璧归赵
1278	灾难 瞧不起 免不了的
12781	瞧不起
12782	灾难 免不了的
1279	累卵之危
12791	累卵之危
128	都不要
1281	饥不择食 熙来攘往 职业操守 头昏脑眩
12811	饥不择食 熙来攘往 职业操守
12812	头昏脑眩
1282	都不要 寒耕热耘 取如拾遗 教妇初来 头昏脑闷
12821	都不要 取如拾遗 教妇初来
12822	寒耕热耘 头昏脑闷
1283	安抚 瞬间击中
12831	瞬间击中
12832	安抚
1284	眼疾手快
12841	眼疾手快
1285	职业打假 资不抵债 思如泉涌 五六月份
12851	职业打假 思如泉涌
12852	资不抵债 五六月份
1286	安然 鹤背扬州 农业文明
12862	安然 鹤背扬州 农业文明
1287	安排 实业集团 头痒搔跟
12872	安排 实业集团 头痒搔跟
1288	职业指导 教育指导 五局三胜 头疼脑热 头昏脑胀
12881	职业指导 教育指导
12882	五局三胜 头疼脑热 头昏脑胀 冰魂雪魄
1289	职业摔角 男女搭配
12891	职业摔角 男女搭配
129	得不到 很不错
1291	目不转睛
12911	目不转睛
1292	象耕鸟耘
12922	象耕鸟耘
1293	寡闻少见 食不甘味 饫闻厌见
12931	食不甘味 饫闻厌见
12932	寡闻少见
1294	密不可分 农贸市场
12942	密不可分 农贸市场
1295	宁可 很不错 德不配位
12952	宁可 很不错 德不配位
1296	宁静致远 牢不可破 密不透风
12962	宁静致远 牢不可破 密不透风
1297	得不到 农业银行 食不厌精 累牍连篇
12971	食不厌精 累牍连篇
12972	得不到 农业银行
1298	宁愿 实弹射击 得不到的 物尽其用 果不其然
12981	物尽其用 果不其然
12982	宁愿 实弹射击 得不到的
1299	安稳 室怒市色 先来后到 五六点钟
12991	先来后到
12992	安稳 室怒市色 五六点钟
131	睁开眼 思想家
1311	果实 耳视目食 守株待兔 睁开眼睛 鲸吸牛饮
13111	果实 耳视目食 睁开眼睛 耳鸣目眩
13112	守株待兔 鲸吸牛饮
1312	冷窗冻壁
13122	冷窗冻壁
1313	宇宙 宣告 老祖宗 瞻望咨嗟 头一次见
13131	老祖宗 瞻望咨嗟 耳视目听
13132	宇宙 宣告 头一次见 安民告示
1314	宗教 考察 睁开眼 凄凉 思想准备
13141	考察 睁开眼 思想准备 老年得子 瞒天瞒地
13142	宗教 凄凉 宜嗔宜喜 寂天寞地
1315	思想家 资本家
13151	思想家
13152	资本家
1316	思想实验 家无宁日
13161	思想实验
13162	家无宁日
1317	饮食 军事资讯
13171	饮食
13172	军事资讯
1318	冲进 安神定魄
13182	冲进 安神定魄
132	老百姓 老板娘
1322	案无留牍
13222	案无留牍
1323	老年痴呆 遇神杀神
13231	老年痴呆 遇神杀神
1324	老板娘 割骨疗亲 造恶不悛 赞口不绝 老朽不堪
13241	老板娘 造恶不悛 赞口不绝 老朽不堪
13242	割骨疗亲 宠辱不惊 守口如瓶
1325	老百姓 宫殿 眼神交流 寒木春华 安于故俗
13251	老百姓 眼神交流
13252	宫殿 寒木春华 安于故俗
1326	职责 富贵 牛听弹琴
13261	职责 牛听弹琴
13262	富贵
1327	冲动 寅吃卯粮 头也不回 先天不足
13271	先天不足
13272	冲动 寅吃卯粮 头也不回
1328	男唱女随 赞叹不已 守正不阿 割须弃袍 凝神屏气
13281	男唱女随 赞叹不已
13282	守正不阿 割须弃袍 凝神屏气 守正不挠
1329	职业 睡一张床
13291	职业 睡一张床
1331	况且 睁一只眼 靠天吃饭 鹤骨松姿 眼空无物
13311	睁一只眼 靠天吃饭 眼空无物
13312	况且 鹤骨松姿
1332	得礼一尺
13322	得礼一尺
1333	资本 牝咮鸣辰 守望相助 冢中枯骨 牛逼哄哄
13331	牝咮鸣辰 牛逼哄哄 造福于民
13332	资本 守望相助 冢中枯骨
1334	脊髓神经 定于一尊 安枕无忧
13342	脊髓神经 定于一尊 安枕无忧
1335	考核 眼神呆滞 眼下正值 老朽无能 目中无人
13351	考核 眼神呆滞 眼下正值 老朽无能 目中无人
13352	宿弊一清 宽严相济
1336	冲突 冲天 实事求是 略见一斑 井中视星
13361	略见一斑 井中视星
13362	冲突 冲天 实事求是
1337	资格 告别 职权 军事术语 鹤骨松筋
13371	告别 职权 目空一切
13372	资格 军事术语 鹤骨松筋
1338	安于一隅
13382	安于一隅
1339	写下 官逼民反
13392	写下 官逼民反
134	很开心 老天爷
1341	冲着 写着 靠着 畏惧 资格预审
13411	靠着 畏惧 思想境界
13412	冲着 写着 资格预审
1342	职场 老天爷 特别惊艳 减员增效
13421	职场 老天爷 特别惊艳
13422	减员增效
1343	免开尊口 农副产品
13432	免开尊口 农副产品
1344	资本主义
13442	资本主义
1345	先天性 耳听八方
13451	先天性 耳听八方
1346	宗主 安于盘石
13462	宗主 安于盘石
1347	职务 目无尊长 实逼处此
13471	职务 目无尊长
13472	实逼处此
1348	思患预防 造极登峰
13481	思患预防 造极登峰
1349	资产 很开心 耳听心受 决一死战 物极必反
13491	耳听心受 物极必反 耳根子软
13492	资产 很开心 决一死战
135	老年人 家里人
1351	写作 察见渊鱼 耳根清净 目无全牛 安枕而卧
13511	耳根清净 目无全牛
13512	写作 察见渊鱼 安枕而卧
1352	老于世故
13521	老于世故
1353	实机演示 齐天洪福 惩一儆百
13531	齐天洪福
13532	实机演示 惩一儆百
1354	职位 物权法 冶叶倡条 目别汇分 宠辱若惊
13541	职位 物权法 目别汇分 目无法纪 目无余子
13542	冶叶倡条 宠辱若惊 鹤唳华亭 宁鸣而死
1355	瞒天过海 五味俱全 老蚕作茧
13551	瞒天过海 老蚕作茧
13552	五味俱全
1356	宣传 家无儋石
13562	宣传 家无儋石
1357	老年人 家里人 鱼与熊掌 寒窗苦读 眯一会儿
13571	老年人 眯一会儿
13572	家里人 鱼与熊掌 寒窗苦读 冲口而出
1358	职能 先天优势 军事学院 鹤鸣九皋
13581	职能 先天优势
13582	军事学院 鹤鸣九皋
1359	资源 军事演习 鹄形菜色
13591	鹄形菜色
13592	资源 军事演习
136	特别是
1361	果真 卧榻鼾睡 老天有眼 宏材大略 实繁有徒
13611	果真 卧榻鼾睡 老天有眼 耆年硕德
13612	宏材大略 实繁有徒
1362	造成 安于现状 待机时间 瞒神弄鬼
13621	造成 瞒神弄鬼
13622	安于现状 待机时间
1363	耳朵 告知 食髓知味 胃口大开
13631	耳朵 告知 食髓知味 胃口大开
1364	姿态 靠在 耳光 鹤唳猿声 完事大吉
13641	靠在 耳光 瞒天昧地
13642	姿态 鹤唳猿声 完事大吉 鹤唳风声 家无二主
1365	考验 果于自信 老无所依 目无王法
13651	考验 果于自信 老无所依 目无王法
1366	老神在在 家喻户晓
13661	老神在在
13662	家喻户晓
1367	宣布 次日 家见户说 实与有力 瞒天大谎
13671	瞒天大谎
13672	宣布 次日 家见户说 实与有力
1368	特别是 富有
13681	特别是
13682	富有
1369	得天独厚 眼中有铁
13691	眼中有铁
13692	得天独厚
137	进一步 老一辈
1371	眼神坚定 军事管制
13711	眼神坚定
13712	军事管制
1372	果断 次数 字里行间 资格证书 安史之乱
13721	果断
13722	次数 字里行间 资格证书 安史之乱 五福临门
1373	宗师 家事国事 教一识百 牛口之下
13731	教一识百 牛口之下
13732	宗师 家事国事
1374	农民起义 鹤鸣之士 惩恶劝善
13742	农民起义 鹤鸣之士 惩恶劝善
1375	资料 冲了 造型简洁 瞒天讨价 卧榻之侧
13751	造型简洁 瞒天讨价 卧榻之侧
13752	资料 冲了 蜜里调油
1376	咨询 冲出 写出 先见之明 决一雌雄
13761	先见之明
13762	咨询 冲出 写出 决一雌雄 宅中图大
1377	进一步 考试 教无常师
13771	进一步 考试 教无常师
1378	告诉 耳边 进一步的 食品加工 鹤骨鸡肤
13781	告诉 耳边 进一步的 食品加工
13782	鹤骨鸡肤 富丽堂皇
1379	老一辈 卧榻之上
13791	老一辈 卧榻之上
138	农民工
1381	征文 象形文字
13812	征文 象形文字
1382	聊天打屁
13821	聊天打屁
1383	军事援助 冰天雪窑 五里雾中 宠辱皆忘 冷嘲热骂
13832	军事援助 冰天雪窑 五里雾中 宠辱皆忘 冷嘲热骂
1384	职工 农民工 冰天雪地 惩恶扬善 老天拔地
13841	职工 老天拔地
13842	农民工 冰天雪地 惩恶扬善
1385	姿势 脊髓损伤 眄视指使 瞒天要价 告一段落
13851	眄视指使 瞒天要价 告一段落
13852	姿势 脊髓损伤
1386	果然 写的 冲击 宗旨
13861	果然
13862	写的 冲击 宗旨
1387	鹤骨霜髯 字正腔圆 冷嘲热讽 鹤骨龙筋
13872	鹤骨霜髯 字正腔圆 冷嘲热讽 鹤骨龙筋
1388	靠近
13881	靠近
1389	征服 决一胜负 官样文章 盼望已久 老迈龙钟
13891	盼望已久 老迈龙钟
13892	征服 决一胜负 官样文章
1391	官复原职 聊复尔耳
13911	聊复尔耳
13912	官复原职
1392	鹄形鸟面 寡见少闻
13921	鹄形鸟面
13922	寡见少闻
1393	宝相庄严
13932	宝相庄严
1394	考虑 军事基地 资本市场
13941	考虑
13942	军事基地 资本市场
1395	资金 微机四伏 眼空四海
13951	眼空四海
13952	资金 微机四伏
1397	惩罚 先号后笑
13971	先号后笑
13972	惩罚
1398	先礼后兵
13981	先礼后兵
1399	先号后庆
13991	先号后庆
1411	宜商宜家 赛总决赛
14112	宜商宜家 赛总决赛
1412	眼睛 冷心冷面 畏首畏尾 愚夫愚妇
14121	眼睛 畏首畏尾 愚夫愚妇
14122	冷心冷面
1413	思考 特征 实缴资本 实收资本 老夫老妻
14131	思考 特征 老夫老妻
14132	实缴资本 实收资本
1414	往往 很累 徒子徒孙 告朔饩羊 安贫守道
14141	告朔饩羊 齐纨鲁缟
14142	往往 很累 徒子徒孙 安贫守道 安心定志
1415	眼眸 累土聚沙 累死累活 头高头低
14151	眼眸 累土聚沙 累死累活
14152	头高头低
1416	眼眶 塞翁得马
14161	眼眶
14162	塞翁得马
1418	特定 待遇 思维定势 安分守己 安分守已
14181	特定 思维定势
14182	待遇 安分守己 安分守已
1419	教室 饲养牲畜 饭前饭后 实心实意
14191	教室 饲养牲畜 饭前饭后
14192	实心实意
142	准备好
1422	安心乐业 安堵乐业 宁死不屈 安堵如故 冠盖如云
14222	安心乐业 安堵乐业 宁死不屈 安堵如故 冠盖如云
1423	很强 宁死不辱
14232	很强 宁死不辱
1424	很好 准备好 往来 五谷不分 畏缩不前
14241	畏缩不前 耳红面赤 赞声不绝
14242	很好 准备好 往来 五谷不分 五谷丰登
1425	军总司令 食欲不佳 审美疲劳 宁死不从 家贫如洗
14251	食欲不佳 臣心如水
14252	军总司令 审美疲劳 宁死不从 家贫如洗
1426	食盐适量 安贫乐贱
14261	食盐适量
14262	安贫乐贱
1427	进士及第 宾主尽欢 准备好了
14271	进士及第
14272	宾主尽欢 准备好了
1428	教育 食欲不振 目前来看 男尊女卑 五谷不升
14281	教育 食欲不振 目前来看 男尊女卑
14282	五谷不升
1429	五颜六色 安心乐意 五心六意
14292	五颜六色 安心乐意 五心六意
143	审判员 农产品
1431	思想 很想 惩羹吹齑 田夫野老
14311	思想 田夫野老
14312	很想 惩羹吹齑
1432	眼高于顶 五羊开泰 进退无门 完美无缺 完美无疵
14321	眼高于顶 进退无门
14322	五羊开泰 完美无缺 完美无疵
1433	往事 农产品 饱餐一顿 颐养天年 聊备一格
14331	饱餐一顿 颐养天年 聊备一格
14332	往事 农产品 冠盖相望
1434	怎样 眼中 眼前一亮 饮恨吞声 惩忿窒欲
14341	眼中 眼前一亮 饮恨吞声
14342	怎样 惩忿窒欲
1435	眼里 家道中落 德高望重 物欲横流 思绪万千
14351	眼里 物欲横流 思绪万千 教子无方 饿殍枕藉
14352	家道中落 德高望重 徇情枉法
1436	眼神 审判员 寓情于景 冠绝一时
14361	眼神
14362	审判员 寓情于景 冠绝一时
1437	特别 都惊呆了 思维模式 略逊一筹 家给民足
14371	特别 都惊呆了 思维模式 略逊一筹 略高一筹
14372	家给民足
1438	凌空 职级晋升 往死里打
14381	职级晋升
14382	凌空 往死里打
1439	眼下 往下 割地求和 思前想后 饿死事小
14391	眼下 思前想后 饿死事小
14392	往下 割地求和 宅心忠厚
144	男孩子 特朗普
1441	具备 瞪着 思绪 军备竞赛 特殊情况
14411	具备 瞪着 思绪 特殊情况
14412	军备竞赛 家境贫寒 家贫亲老
1442	瞳孔 特朗普 老爷爷 牛郎织女
14421	瞳孔 特朗普 老爷爷 牛郎织女
1444	很高 男孩子 教养 完美主义 准备就绪
14441	男孩子 教养 进退维谷 孝子慈孙
14442	很高 完美主义 准备就绪
1445	特性 特殊性 资产总值 盗憎主人
14451	特性 特殊性
14452	资产总值 盗憎主人
1446	很快 很美
14462	很快 很美
1447	齐心并力 目前为止 思乡情切
14471	齐心并力 目前为止 思乡情切
1448	眼前 特殊 思维 往前
14481	眼前 特殊 思维
14482	往前
1449	容颜 五子登科
14492	容颜 五子登科
145	很高兴 男子汉
1451	眼泪 察觉 教学 很深 饥餐渴饮
14511	眼泪 教学 饥餐渴饮
14512	察觉 很深 头童齿豁 家道从容
1452	思念 教会 怎会 造端倡始 安土重居
14521	思念 教会 造端倡始
14522	怎会 安土重居 兔丝燕麦
1453	具体 联合 很重 得道多助 食前方丈
14531	具体 联合 食前方丈
14532	很重 得道多助
1454	很高兴 食盐生产 饿殍满道 客死他乡 安土重旧
14541	食盐生产 饿殍满道
14542	很高兴 客死他乡 安土重旧 寒心消志
1455	很多 鲜花 男子举重 安土重迁
14551	男子举重
14552	很多 鲜花 安土重迁
1456	鲜为人知 饭坑酒囊
14561	饭坑酒囊
14562	鲜为人知
1457	男子汉 饱经沧桑 齐心併力 五谷杂粮 思维方式
14571	男子汉 饱经沧桑 齐心併力 思维方式 耳熟能详
14572	五谷杂粮 家给人足
1458	怎能
14582	怎能
1459	往外 物美价廉 齐心涤虑 密约偷期 宅心仁厚
14591	物美价廉 齐心涤虑
14592	往外 密约偷期 宅心仁厚 安心落意
1461	思索 容颜易老
14611	思索
14612	容颜易老
1462	联网 守土有责 老羞成怒
14621	联网 老羞成怒
14622	守土有责
